year,state,population,sex,table,age_label,age,qx,lx,dx,Lx,Tx,ex,open_interval,mx
2022,SD,Total,Both,1,64–65,64,0.011351956985890864,82105.1484375,932.0541381835936,,,20.16879653930664,FALSE,0.011416758260235116
2022,SD,Total,Both,1,65–66,65,0.011885319836437702,81173.09375,964.7681884765624,,,19.39463996887207,FALSE,0.011956372492013284
2022,SD,Total,Both,1,66–67,66,0.012658475898206234,80208.328125,1015.315185546875,,,18.621910095214844,FALSE,0.012739104723258279
2022,SD,Total,Both,1,67–68,67,0.013580391183495522,79193.015625,1075.47216796875,,,17.854244232177734,FALSE,0.013673235124361895
2022,SD,Total,Both,1,68–69,68,0.014755508862435818,78117.546875,1152.6641845703125,,,17.09316635131836,FALSE,0.014865180513842675
2022,SD,Total,Both,1,69–70,69,0.016161425039172173,76964.8828125,1243.8621826171875,,,16.341672897338867,FALSE,0.016293084773282313
2022,SD,Total,Both,1,70–71,70,0.017769860103726387,75721.0234375,1345.552001953125,,,15.601903915405272,FALSE,0.017929159431160954
2022,SD,Total,Both,1,71–72,71,0.01959399506449699,74375.46875,1457.3126220703125,,,14.875118255615234,FALSE,0.019787856647238474
2022,SD,Total,Both,1,72–73,72,0.02171071246266365,72918.15625,1583.1051025390625,,,14.162412643432615,FALSE,0.02194897642062261
2022,SD,Total,Both,1,73–74,73,0.024108536541461945,71335.0546875,1719.7838134765625,,,13.465616226196287,FALSE,0.024402693151235264
2022,SD,Total,Both,1,74–75,74,0.02680731937289238,69615.2734375,1866.1988525390625,,,12.785919189453123,FALSE,0.027171517141825852
2022,SD,Total,Both,1,75–76,75,0.02989471890032291,67749.078125,2025.339599609375,,,12.124342918395996,FALSE,0.0303483465448468
2022,SD,Total,Both,1,76–77,76,0.033351801335811615,65723.7421875,2192.005126953125,,,11.482558250427246,FALSE,0.03391740460593333
2022,SD,Total,Both,1,77–78,77,0.0370168574154377,63531.73828125,2351.745361328125,,,10.861483573913574,FALSE,0.037714900971283376
2022,SD,Total,Both,1,78–79,78,0.04082124307751656,61179.9921875,2497.443359375,,,10.259777069091797,FALSE,0.04167179021646741
2022,SD,Total,Both,1,79–80,79,0.0448458194732666,58682.546875,2631.6669921875,,,9.675139427185059,FALSE,0.045874458311195486
2022,SD,Total,Both,1,80–81,80,0.04923327267169952,56050.87890625,2759.568115234375,,,9.105924606323242,FALSE,0.05047581751522656
2022,SD,Total,Both,1,81–82,81,0.054049231112003326,53291.3125,2880.3544921875,,,8.551562309265137,FALSE,0.05555046096350061
2022,SD,Total,Both,1,82–83,82,0.059541083872318275,50410.95703125,3001.52294921875,,,8.011608123779297,FALSE,0.06136804379361618
2022,SD,Total,Both,1,83–84,83,0.0663701519370079,47409.43359375,3146.5712890625,,,7.487173557281494,FALSE,0.0686482493053094
2022,SD,Total,Both,1,84–85,84,0.07487519830465317,44262.86328125,3314.190673828125,,,6.983879566192627,FALSE,0.07778737070834564
2022,SD,Total,Both,1,85–86,85,0.08473800122737885,40948.671875,3469.90869140625,,,6.5086541175842285,FALSE,0.08848711171806516
2022,SD,Total,Both,1,86–87,86,0.09481888264417648,37478.76171875,3553.6943359375,,,6.064955711364746,FALSE,0.09953791981286735
2022,SD,Total,Both,1,87–88,87,0.10518021881580351,33925.06640625,3568.245849609375,,,5.647891998291016,FALSE,0.11101870463909716
2022,SD,Total,Both,1,88–89,88,0.11619415879249571,30356.8203125,3527.28515625,,,5.252993106842041,FALSE,0.12336107708214367
2022,SD,Total,Both,1,89–90,89,0.1278594434261322,26829.53515625,3430.409423828125,,,4.877870082855225,FALSE,0.13659171366932282
2022,SD,Total,Both,1,90–91,90,0.14054645597934723,23399.125,3288.6640625,,,4.519684791564941,FALSE,0.1511696341447143
2022,SD,Total,Both,1,91–92,91,0.1549077332019806,20110.4609375,3115.265869140625,,,4.177023410797119,FALSE,0.1679132648155402
2022,SD,Total,Both,1,92–93,92,0.1710287779569626,16995.1953125,2906.66748046875,,,3.85103178024292,FALSE,0.18702183598702696
2022,SD,Total,Both,1,93–94,93,0.1903095692396164,14088.52734375,2681.181640625,,,3.542398691177368,FALSE,0.2103227889199297
2022,SD,Total,Both,1,94–95,94,0.21431928873062137,11407.345703125,2444.814208984375,,,3.257483720779419,FALSE,0.2400421165755542
2022,SD,Total,Both,1,95–96,95,0.23594051599502563,8962.53125,2114.624267578125,,,3.009674549102783,FALSE,0.2674972336639872
2022,SD,Total,Both,1,96–97,96,0.2584965229034424,6847.9072265625,1770.16015625,,,2.784658670425415,FALSE,0.29686592797897704
2022,SD,Total,Both,1,97–98,97,0.2817980647087097,5077.7470703125,1430.8992919921875,,,2.5811164379119873,FALSE,0.32801507077913505
2022,SD,Total,Both,1,98–99,98,0.30562731623649597,3646.84765625,1114.5762939453125,,,2.3976762294769287,FALSE,0.3607557170452526
2022,SD,Total,Both,1,99–100,99,0.32974517345428467,2532.271484375,835.0042724609375,,,2.232936143875122,FALSE,0.39484414978310434
2022,SD,Total,Both,1,100 and older,100,1,1697.2672119140625,1697.2672119140625,,,2.0854883193969727,FALSE,
2022,TN,Total,Both,1,0–1,0,0.006583726033568382,100000,658.37261962890625,,,73.8320083618164,FALSE,0.006605470337079479
2022,TN,Total,Both,1,1–2,1,4.233512445352971e-4,99341.625,42.056400299072266,,,73.320220947265625,FALSE,4.2344087664635476e-4
2022,TN,Total,Both,1,2–3,2,3.1900402973406017e-4,99299.5703125,31.676963806152344,,,72.35106658935547,FALSE,3.1905491963659543e-4
2022,TN,Total,Both,1,3–4,3,3.2809696858748794e-4,99267.890625,32.56949234008789,,,71.373992919921875,FALSE,3.2815080122904934e-4
2022,TN,Total,Both,1,4–5,4,2.2945595264900476e-4,99235.3203125,22.7701358795166,,,70.39725494384766,FALSE,2.2948228068667026e-4
2022,TN,Total,Both,1,5–6,5,1.886882382677868e-4,99212.546875,18.72024154663086,,,69.413299560546875,FALSE,1.8870604157305426e-4
2022,TN,Total,Both,1,6–7,6,1.6183368279598653e-4,99193.828125,16.052902221679688,,,68.426300048828125,FALSE,1.6184677892612767e-4
2022,TN,Total,Both,1,7–8,7,1.4022912364453077e-4,99177.7734375,13.907611846923828,,,67.43729400634766,FALSE,1.402389564375118e-4
2022,TN,Total,Both,1,8–9,8,1.1999770504189657e-4,99163.8671875,11.899436950683594,,,66.446685791015625,FALSE,1.2000490519850536e-4
2022,TN,Total,Both,1,9–10,9,1.0282611765433104e-4,99151.96875,10.195411682128906,,,65.45459747314453,FALSE,1.0283140453138149e-4
2022,TN,Total,Both,1,10–11,10,9.595674782758579e-5,99141.7734375,9.513321876525879,,,64.4612808227539,FALSE,9.596135189720838e-5
2022,TN,Total,Both,1,11–12,11,1.1114743392681704e-4,99132.2578125,11.018296241760254,,,63.4674186706543,FALSE,1.1115361114614234e-4
2022,TN,Total,Both,1,12–13,12,1.620624534552917e-4,99121.2421875,16.063831329345703,,,62.47441864013672,FALSE,1.6207558663889964e-4
2022,TN,Total,Both,1,13–14,13,2.571222430560738e-4,99105.1796875,25.48214530944824,,,61.48445892333984,FALSE,2.5715530323026394e-4
2022,TN,Total,Both,1,14–15,14,3.879709402099252e-4,99079.6953125,38.44004440307618,,,60.500144958496094,FALSE,3.8804621553746864e-4
2022,TN,Total,Both,1,15–16,15,5.346660036593676e-4,99041.2578125,52.95399475097656,,,59.52342987060547,FALSE,5.348089757482598e-4
2022,TN,Total,Both,1,16–17,16,6.851900252513587e-4,98988.3046875,67.82579803466797,,,58.55500793457031,FALSE,6.854248483859455e-4
2022,TN,Total,Both,1,17–18,17,8.417241624556482e-4,98920.4765625,83.26375579833984,,,57.59481430053711,FALSE,8.420785613915527e-4
2022,TN,Total,Both,1,18–19,18,9.948150254786015e-4,98837.2109375,98.32474517822264,,,56.642913818359375,FALSE,9.953101001999461e-4
2022,TN,Total,Both,1,19–20,19,0.0011392200831323862,98738.8828125,112.48532104492188,,,55.698822021484375,FALSE,0.00113986936416829
2022,TN,Total,Both,1,20–21,20,0.0012865241151303053,98626.3984375,126.88523864746094,,,54.76177978515625,FALSE,0.001287352219968133
2022,TN,Total,Both,1,21–22,21,0.0014287701342254875,98499.515625,140.73316955566406,,,53.8316764831543,FALSE,0.0014297915559621508
2022,TN,Total,Both,1,22–23,22,0.0015451533254235985,98358.78125,151.97940063476565,,,52.90798568725586,FALSE,0.0015463479977991291
2022,TN,Total,Both,1,23–24,23,0.001631646533496678,98206.8046875,160.23880004882812,,,51.98908615112305,FALSE,0.0016329787555595693
2022,TN,Total,Both,1,24–25,24,0.0017000036314129827,98046.5625,166.6795196533203,,,51.073238372802734,FALSE,0.001701449866889172
2022,TN,Total,Both,1,25–26,25,0.0017599161947146058,97879.8828125,172.26039123535156,,,50.15935897827149,FALSE,0.0017614662111703463
2022,TN,Total,Both,1,26–27,26,0.0018299297662451863,97707.625,178.798095703125,,,49.24691009521485,FALSE,0.0018316056210681937
2022,TN,Total,Both,1,27–28,27,0.0019234423525631428,97528.828125,187.5910797119141,,,48.336273193359375,FALSE,0.001925293948524005
2022,TN,Total,Both,1,28–29,28,0.002048519439995289,97341.234375,199.40541076660156,,,47.428462982177734,FALSE,0.0020506198072648995
2022,TN,Total,Both,1,29–30,29,0.002193956170231104,97141.828125,213.12490844726565,,,46.5247917175293,FALSE,0.0021963655350900006
2022,TN,Total,Both,1,30–31,30,0.0023459638468921185,96928.703125,227.3912353515625,,,45.62599563598633,FALSE,0.002348718851648359
2022,TN,Total,Both,1,31–32,31,0.0024907696060836315,96701.3125,240.86068725585935,,,44.73210906982422,FALSE,0.0024938754406581064
2022,TN,Total,Both,1,32–33,32,0.0026231633964926004,96460.453125,253.03152465820312,,,43.842552185058594,FALSE,0.002626608408009005
2022,TN,Total,Both,1,33–34,33,0.002754742046818137,96207.421875,265.0266418457031,,,42.956546783447266,FALSE,0.002758541582060136
2022,TN,Total,Both,1,34–35,34,0.0028819278813898563,95942.3984375,276.49908447265625,,,42.07382583618164,FALSE,0.002886086628150743
2022,TN,Total,Both,1,35–36,35,0.0030184013303369284,95665.8984375,288.7580871582031,,,41.19398498535156,FALSE,0.0030229635889962216
2022,TN,Total,Both,1,36–37,36,0.0031707368325442076,95377.140625,302.4158020019531,,,40.31718826293945,FALSE,0.003175771600536993
2022,TN,Total,Both,1,37–38,37,0.0033369557932019234,95074.7265625,317.2601623535156,,,39.4438362121582,FALSE,0.003342532735189252
2022,TN,Total,Both,1,38–39,38,0.003513175528496504,94757.46875,332.8996276855469,,,38.57422637939453,FALSE,0.003519357588975312
2022,TN,Total,Both,1,39–40,39,0.0036938558332622047,94424.5703125,348.7907409667969,,,37.708457946777344,FALSE,0.003700690742304986
2022,TN,Total,Both,1,40–41,40,0.0038916594348847866,94075.78125,366.11090087890625,,,36.84640884399414,FALSE,0.003899246704999013
2022,TN,Total,Both,1,41–42,41,0.004096953198313713,93709.671875,383.9241333007813,,,35.988407135009766,FALSE,0.00410536293822371
2022,TN,Total,Both,1,42–43,42,0.004287042189389467,93325.75,400.0914306640625,,,35.1343994140625,FALSE,0.004296251294667697
2022,TN,Total,Both,1,43–44,43,0.004459525924175978,92925.65625,414.40435791015625,,,34.28351974487305,FALSE,0.004469491831521259
2022,TN,Total,Both,1,44–45,44,0.004633739590644836,92511.25,428.6730346679687,,,33.43485641479492,FALSE,0.004644500293088259
2022,TN,Total,Both,1,45–46,45,0.004833167884498835,92082.578125,445.0505676269531,,,32.58817672729492,FALSE,0.004844875933882846
2022,TN,Total,Both,1,46–47,46,0.00508071668446064,91637.53125,465.5843200683594,,,31.744016647338867,FALSE,0.005093656396981166
2022,TN,Total,Both,1,47–48,47,0.005380032118409872,91171.9453125,490.5079956054687,,,30.903568267822266,FALSE,0.005394543527129932
2022,TN,Total,Both,1,48–49,48,0.0057275001890957355,90681.4375,519.3779296875,,,30.068025588989254,FALSE,0.005743949424804096
2022,TN,Total,Both,1,49–50,49,0.00610913522541523,90162.0625,550.812255859375,,,29.23834991455078,FALSE,0.006127853167235294
2022,TN,Total,Both,1,50–51,50,0.006501416675746441,89611.25,582.60009765625,,,28.414995193481445,FALSE,0.006522619810348718
2022,TN,Total,Both,1,51–52,51,0.006923474371433258,89028.6484375,616.3875732421875,,,27.597673416137695,FALSE,0.00694752487664744
2022,TN,Total,Both,1,52–53,52,0.007416633889079095,88412.2578125,655.72137451171875,,,26.786590576171875,FALSE,0.00744423948851356
2022,TN,Total,Both,1,53–54,53,0.00801106821745634,87756.5390625,703.02362060546875,,,25.983003616333008,FALSE,0.00804328587336837
2022,TN,Total,Both,1,54–55,54,0.008703700266778469,87053.515625,757.68768310546875,,,25.188798904418945,FALSE,0.00874174302231619
2022,TN,Total,Both,1,55–56,55,0.009440109133720396,86295.828125,814.64202880859375,,,24.40556907653809,FALSE,0.009484878276746668
2022,TN,Total,Both,1,56–57,56,0.010207995772361755,85481.1875,872.59161376953125,,,23.633392333984375,FALSE,0.010260364651856275
2022,TN,Total,Both,1,57–58,57,0.011052552610635756,84608.59375,935.14093017578125,,,22.871973037719727,FALSE,0.011113971487927468
2022,TN,Total,Both,1,58–59,58,0.011966375634074213,83673.453125,1001.2679443359376,,,22.12200355529785,FALSE,0.012038403664214516
2022,TN,Total,Both,1,59–60,59,0.012919872999191284,82672.1875,1068.1141357421875,,,21.383872985839844,FALSE,0.01300387722028285
2022,TN,Total,Both,1,60–61,60,0.013919388875365256,81604.0703125,1135.8787841796875,,,20.657222747802734,FALSE,0.014016942512200736
2022,TN,Total,Both,1,61–62,61,0.01492740958929062,80468.1953125,1201.1817626953125,,,19.94175910949707,FALSE,0.01503966118055376
2022,TN,Total,Both,1,62–63,62,0.015891605988144875,79267.015625,1259.68017578125,,,19.236371994018555,FALSE,0.016018888923716657
2022,TN,Total,Both,1,63–64,63,0.01680123619735241,78007.3359375,1310.61962890625,,,18.538930892944336,FALSE,0.016943572680669882
2022,TN,Total,Both,1,64–65,64,0.017703242599964142,76696.71875,1357.7806396484375,,,17.847185134887695,FALSE,0.017861344457006094
2022,TN,Total,Both,1,65–66,65,0.01865013502538204,75338.9375,1405.081298828125,,,17.159822463989258,FALSE,0.01882568581659449
2022,TN,Total,Both,1,66–67,66,0.01988259330391884,73933.859375,1469.996826171875,,,16.4764347076416,FALSE,0.02008223677715543
2022,TN,Total,Both,1,67–68,67,0.02117045409977436,72463.859375,1534.0927734375,,,15.800531387329102,FALSE,0.021396945627414635
2022,TN,Total,Both,1,68–69,68,0.02259165234863758,70929.765625,1602.420654296875,,,15.13145637512207,FALSE,0.02284975925733345
2022,TN,Total,Both,1,69–70,69,0.02416461892426014,69327.34375,1675.268798828125,,,14.469645500183104,FALSE,0.024460154075289165
2022,TN,Total,Both,1,70–71,70,0.02584905177354813,67652.078125,1748.7420654296875,,,13.81557559967041,FALSE,0.026187512962745362
2022,TN,Total,Both,1,71–72,71,0.02773854322731495,65903.3359375,1828.0625,,,13.168903350830078,FALSE,0.028128667354991546
2022,TN,Total,Both,1,72–73,72,0.030018070712685585,64075.2734375,1923.4161376953125,,,12.530346870422363,FALSE,0.030475478243138305
2022,TN,Total,Both,1,73–74,73,0.032762669026851654,62151.85546875,2036.2606201171875,,,11.902650833129885,FALSE,0.03330830348836934
2022,TN,Total,Both,1,74–75,74,0.035939253866672516,60115.59375,2160.509521484375,,,11.288886070251465,FALSE,0.036596886259680717
2022,TN,Total,Both,1,75–76,75,0.03947083652019501,57955.0859375,2287.53564453125,,,10.691084861755373,FALSE,0.04026549286330123
2022,TN,Total,Both,1,76–77,76,0.04334168508648872,55667.55078125,2412.725341796875,,,10.109865188598633,FALSE,0.044301741143194455
2022,TN,Total,Both,1,77–78,77,0.04765233024954796,53254.82421875,2537.716552734375,,,9.545243263244629,FALSE,0.04881541437303413
2022,TN,Total,Both,1,78–79,78,0.05243978276848793,50717.109375,2659.59423828125,,,8.99783706665039,FALSE,0.053851770337588756
2022,TN,Total,Both,1,79–80,79,0.0577198751270771,48057.515625,2773.873779296875,,,8.468123435974121,FALSE,0.05943517043490679
2022,TN,Total,Both,1,80–81,80,0.06353878229856491,45283.640625,2877.267333984375,,,7.956214904785157,FALSE,0.06562360425062885
2022,TN,Total,Both,1,81–82,81,0.07000382989645004,42406.375,2968.608642578125,,,7.46211814880371,FALSE,0.072542972862681
2022,TN,Total,Both,1,82–83,82,0.07718084007501602,39437.765625,3043.83984375,,,6.986179351806641,FALSE,0.08027883399916519
2022,TN,Total,Both,1,83–84,83,0.085265152156353,36393.92578125,3103.133544921875,,,6.528656959533691,FALSE,0.08906209886175902
2022,TN,Total,Both,1,84–85,84,0.0945992022752762,33290.79296875,3149.282470703125,,,6.090605735778809,FALSE,0.09929585669139947
2022,TN,Total,Both,1,85–86,85,0.10513909161090852,30141.509765625,3169.051025390625,,,5.67473030090332,FALSE,0.11097288581491938
2022,TN,Total,Both,1,86–87,86,0.11677438020706175,26972.458984375,3149.692138671875,,,5.28272008895874,FALSE,0.12401528418023663
2022,TN,Total,Both,1,87–88,87,0.1294005662202835,23822.767578125,3082.6796875,,,4.915060520172119,FALSE,0.13835197839103147
2022,TN,Total,Both,1,88–89,88,0.1430368423461914,20740.087890625,2966.5966796875,,,4.571288108825684,FALSE,0.1540545828888842
2022,TN,Total,Both,1,89–90,89,0.15768834948539734,17773.4921875,2802.672607421875,,,4.250831604003906,FALSE,0.17118531432111514
2022,TN,Total,Both,1,90–91,90,0.17334382236003876,14970.8193359375,2595.09912109375,,,3.9530215263366695,FALSE,0.18979359606031485
2022,TN,Total,Both,1,91–92,91,0.18997344374656677,12375.720703125,2351.058349609375,,,3.6770951747894287,FALSE,0.20991232762881892
2022,TN,Total,Both,1,92–93,92,0.2075273096561432,10024.662109375,2080.39111328125,,,3.422211170196533,FALSE,0.23155422202425013
2022,TN,Total,Both,1,93–94,93,0.22593440115451813,7944.27099609375,1794.8841552734375,,,3.187459707260132,FALSE,0.25470805735881547
2022,TN,Total,Both,1,94–95,94,0.2451025992631912,6149.38671875,1507.230712890625,,,2.9718759059906006,FALSE,0.2793355317071901
2022,TN,Total,Both,1,95–96,95,0.2649194896221161,4642.15625,1229.797607421875,,,2.7744526863098145,FALSE,0.30536852674855897
2022,TN,Total,Both,1,96–97,96,0.28525450825691223,3412.358642578125,973.3906860351564,,,2.5941545963287354,FALSE,0.3327076929264213
2022,TN,Total,Both,1,97–98,97,0.30596160888671875,2438.968017578125,746.2305908203125,,,2.4299304485321045,FALSE,0.36122157619538736
2022,TN,Total,Both,1,98–99,98,0.3268836438655853,1692.7374267578125,553.32818603515625,,,2.2807257175445557,FALSE,0.3907482497162608
2022,TN,Total,Both,1,99–100,99,0.34785664081573486,1139.4091796875,396.3510437011718,,,2.1454949378967285,FALSE,0.4210974052366579
2022,TN,Total,Both,1,100 and older,100,1,743.05810546875,743.05810546875,,,2.0232105255126953,FALSE,
2022,TX,Total,Both,1,0–1,0,0.005786684807389975,100000,578.66845703125,,,77.1388168334961,FALSE,0.005803476251316746
2022,TX,Total,Both,1,1–2,1,4.693407390732318e-4,99421.328125,46.662479400634766,,,76.5870590209961,FALSE,4.694509052906557e-4
2022,TX,Total,Both,1,2–3,2,3.190985298715532e-4,99374.6640625,31.710309982299805,,,75.62278747558594,FALSE,3.1914944993169446e-4
2022,TX,Total,Both,1,3–4,3,2.243868802906945e-4,99342.953125,22.291255950927734,,,74.64676666259767,FALSE,2.2441205785147497e-4
2022,TX,Total,Both,1,4–5,4,1.872734574135393e-4,99320.6640625,18.60012435913086,,,73.66340637207033,FALSE,1.87290994729602e-4
2022,TX,Total,Both,1,5–6,5,1.5533139230683446e-4,99302.0625,15.424727439880373,,,72.67710876464844,FALSE,1.5534345716457804e-4
2022,TX,Total,Both,1,6–7,6,1.3859944010619074e-4,99286.640625,13.761073112487791,,,71.688323974609375,FALSE,1.386090456742528e-4
2022,TX,Total,Both,1,7–8,7,1.2629973934963346e-4,99272.8828125,12.53813934326172,,,70.69818878173828,FALSE,1.2630771566541664e-4
2022,TX,Total,Both,1,8–9,8,1.134343328885734e-4,99260.34375,11.259531021118164,,,69.7070541381836,FALSE,1.1344076692743279e-4
2022,TX,Total,Both,1,9–10,9,1.0059106716653332e-4,99249.0859375,9.98357105255127,,,68.71490478515625,FALSE,1.0059612670240223e-4
2022,TX,Total,Both,1,10–11,10,9.403526928508654e-5,99239.1015625,9.331975936889648,,,67.721771240234375,FALSE,9.403969080891089e-5
2022,TX,Total,Both,1,11–12,11,1.0487972758710384e-4,99229.7734375,10.407191276550291,,,66.72808837890625,FALSE,1.0488522775416123e-4
2022,TX,Total,Both,1,12–13,12,1.4630344230681658e-4,99219.3671875,14.516135215759276,,,65.73503112792969,FALSE,1.463141454383845e-4
2022,TX,Total,Both,1,13–14,13,2.25624768063426e-4,99204.8515625,22.383071899414062,,,64.74458312988281,FALSE,2.2565022420317565e-4
2022,TX,Total,Both,1,14–15,14,3.3272826112806797e-4,99182.46875,33.00080871582031,,,63.75907516479492,FALSE,3.3278362438640495e-4
2022,TX,Total,Both,1,15–16,15,4.541091329883784e-4,99149.46875,45.024681091308594,,,62.78013610839844,FALSE,4.5421226395706753e-4
2022,TX,Total,Both,1,16–17,16,5.720857298001647e-4,99104.4453125,56.69623947143555,,,61.80842971801758,FALSE,5.722494176630304e-4
2022,TX,Total,Both,1,17–18,17,6.766949081793427e-4,99047.75,67.02510833740234,,,60.8435173034668,FALSE,6.769239436722966e-4
2022,TX,Total,Both,1,18–19,18,7.572791655547917e-4,98980.7265625,74.95603942871094,,,59.88438034057618,FALSE,7.575660100327568e-4
2022,TX,Total,Both,1,19–20,19,8.190071093849839e-4,98905.7734375,81.00453186035156,,,58.92938232421875,FALSE,8.193426331057518e-4
2022,TX,Total,Both,1,20–21,20,8.775741443969309e-4,98824.765625,86.72605895996094,,,57.97727966308594,FALSE,8.779593816235026e-4
2022,TX,Total,Both,1,21–22,21,9.400772396475077e-4,98738.0390625,92.821380615234375,,,57.02776336669922,FALSE,9.405193200506219e-4
2022,TX,Total,Both,1,22–23,22,9.994024876505136e-4,98645.21875,98.5862808227539,,,56.080955505371094,FALSE,9.99902139993572e-4
2022,TX,Total,Both,1,23–24,23,0.0010572952451184392,98546.6328125,104.19288635253906,,,55.13655471801758,FALSE,0.001057854477372916
2022,TX,Total,Both,1,24–25,24,0.0011147693730890753,98442.4375,109.74061584472656,,,54.19438552856445,FALSE,0.0011153910749937854
2022,TX,Total,Both,1,25–26,25,0.0011736376909539104,98332.6953125,115.4069595336914,,,53.25431060791016,FALSE,0.0011743268080556262
2022,TX,Total,Both,1,26–27,26,0.001232029520906508,98217.2890625,121.00659942626952,,,52.31629943847656,FALSE,0.001232788937088278
2022,TX,Total,Both,1,27–28,27,0.001286010374315083,98096.28125,126.15283203125,,,51.38021469116211,FALSE,0.001286837817706899
2022,TX,Total,Both,1,28–29,28,0.001332900021225214,97970.125,130.58438110351565,,,50.44573593139648,FALSE,0.0013337889248683475
2022,TX,Total,Both,1,29–30,29,0.0013749892823398111,97839.5390625,134.5283203125,,,49.51239776611328,FALSE,0.0013759352304373337
2022,TX,Total,Both,1,30–31,30,0.0014144524466246369,97705.0078125,138.19908142089844,,,48.57988357543945,FALSE,0.0014154534924523782
2022,TX,Total,Both,1,31–32,31,0.0014583868905901909,97566.8125,142.2901611328125,,,47.64798355102539,FALSE,0.0014594511127753553
2022,TX,Total,Both,1,32–33,32,0.0015188568504527211,97424.5234375,147.97390747070312,,,46.71684646606445,FALSE,0.0015200111901571885
2022,TX,Total,Both,1,33–34,33,0.0015845219604671,97276.546875,154.13682556152344,,,45.787147521972656,FALSE,0.0015857783107460046
2022,TX,Total,Both,1,34–35,34,0.0016696335515007377,97122.40625,162.15882873535156,,,44.85902404785156,FALSE,0.0016710285541705172
2022,TX,Total,Both,1,35–36,35,0.0017633421812206509,96960.25,170.97410583496094,,,43.93320846557618,FALSE,0.0017648982409775899
2022,TX,Total,Both,1,36–37,36,0.001859553623944521,96789.2734375,179.98484802246094,,,43.00993347167969,FALSE,0.001861284202836809
2022,TX,Total,Both,1,37–38,37,0.0019575003534555435,96609.2890625,189.1127166748047,,,42.08913040161133,FALSE,0.001959418134300774
2022,TX,Total,Both,1,38–39,38,0.0020544470753520727,96420.1796875,198.09014892578125,,,41.170700073242195,FALSE,0.002056559621802222
2022,TX,Total,Both,1,39–40,39,0.002152813132852316,96222.0859375,207.14816284179688,,,40.25442886352539,FALSE,0.002155132932091941
2022,TX,Total,Both,1,40–41,40,0.002263256348669529,96014.9375,217.3064117431641,,,39.34019470214844,FALSE,0.0022658204148890003
2022,TX,Total,Both,1,41–42,41,0.002386091509833932,95797.6328125,228.58192443847656,,,38.42829895019531,FALSE,0.0023889416265001724
2022,TX,Total,Both,1,42–43,42,0.002512970706447959,95569.0546875,240.1622314453125,,,37.51901626586914,FALSE,0.0025161321896910813
2022,TX,Total,Both,1,43–44,43,0.0026446329429745674,95328.890625,252.10992431640625,,,36.61227798461914,FALSE,0.0026481346149946905
2022,TX,Total,Both,1,44–45,44,0.00278916722163558,95076.78125,265.1850280761719,,,35.70803451538086,FALSE,0.002793062380655634
2022,TX,Total,Both,1,45–46,45,0.0029569196049124,94811.59375,280.3502502441406,,,34.806514739990234,FALSE,0.0029612977646204944
2022,TX,Total,Both,1,46–47,46,0.003156796796247363,94531.2421875,298.4159240722656,,,33.90825653076172,FALSE,0.003161787356345827
2022,TX,Total,Both,1,47–48,47,0.003389280755072832,94232.828125,319.3815002441406,,,33.01405334472656,FALSE,0.003395034116970564
2022,TX,Total,Both,1,48–49,48,0.0036516708787530665,93913.4453125,342.94097900390625,,,32.12462615966797,FALSE,0.003658350424607974
2022,TX,Total,Both,1,49–50,49,0.003940223250538111,93570.5078125,368.6886901855469,,,31.24053001403809,FALSE,0.003948001253704611
2022,TX,Total,Both,1,50–51,50,0.00424841558560729,93201.8203125,395.9600524902344,,,30.36213493347168,FALSE,0.004257459313859335
2022,TX,Total,Both,1,51–52,51,0.00458894157782197,92805.859375,425.8806762695313,,,29.48954200744629,FALSE,0.004599494984708126
2022,TX,Total,Both,1,52–53,52,0.004984416998922825,92379.9765625,460.4603271484375,,,28.623188018798828,FALSE,0.004996870241409171
2022,TX,Total,Both,1,53–54,53,0.005456424783915281,91919.515625,501.5519104003906,,,27.764068603515625,FALSE,0.005471351793679557
2022,TX,Total,Both,1,54–55,54,0.00600816123187542,91417.9609375,549.25384521484375,,,26.913650512695312,FALSE,0.006026264616596649
2022,TX,Total,Both,1,55–56,55,0.006610465701669455,90868.7109375,600.68450927734375,,,26.07330322265625,FALSE,0.006632387286006622
2022,TX,Total,Both,1,56–57,56,0.007257526740431786,90268.0234375,655.12261962890625,,,25.24348258972168,FALSE,0.007283958502234868
2022,TX,Total,Both,1,57–58,57,0.007972928695380688,89612.8984375,714.47723388671875,,,24.42437171936035,FALSE,0.008004839703467537
2022,TX,Total,Both,1,58–59,58,0.008741505444049835,88898.421875,777.10601806640625,,,23.61665153503418,FALSE,0.008779880129022814
2022,TX,Total,Both,1,59–60,59,0.009537906385958195,88121.3125,840.49285888671875,,,22.82050895690918,FALSE,0.009583610174299186
2022,TX,Total,Both,1,60–61,60,0.010358805768191814,87280.8203125,904.1250610351564,,,22.035449981689453,FALSE,0.010412737530991164
2022,TX,Total,Both,1,61–62,61,0.011197252199053764,86376.6953125,967.181640625,,,21.260866165161133,FALSE,0.011260294377041425
2022,TX,Total,Both,1,62–63,62,0.012047098949551582,85409.515625,1028.9368896484375,,,20.495962142944336,FALSE,0.01212010500166861
2022,TX,Total,Both,1,63–64,63,0.012928269803524016,84380.578125,1090.8948974609375,,,19.73979377746582,FALSE,0.013012383606550233
2022,TX,Total,Both,1,64–65,64,0.013871338218450546,83289.6796875,1155.33935546875,,,18.991790771484375,FALSE,0.013968217150653283
