year,population,sex,age_min,age_max,centered_age,mortality_at_center,beta,beta_se,beta_ci_low,beta_ci_high,doubling_time,doubling_ci_low,doubling_ci_high,r_squared,rmse_log,n_ages,age_center
2020,American Indian or Alaska Native non-Hispanic,Both,60,74,67,0.03137507205449618,0.050803457038479695,0.0020694551264851236,0.04633267104726499,0.0552742430296944,13.643701058275225,12.540147862134866,14.960224931838063,0.978884550918554,0.032237479279816975,15,67
2020,American Indian or Alaska Native non-Hispanic,Male,60,74,67,0.03893311826513449,0.05055410239710809,7.488134732310691e-4,0.04893638924000265,0.05217181555421353,13.710997677600863,13.285855077051558,14.16424855459785,0.9971559258227398,0.011664838014021033,15,67
2020,American Indian or Alaska Native non-Hispanic,Female,60,74,67,0.02491157330492112,0.0516768853580957,0.00428655585368325,0.042416344447621296,0.0609374262685701,13.413099023998297,11.3747367259167,16.34151149955632,0.9178965505773302,0.06677494657716866,15,67
2020,Asian non-Hispanic,Both,60,74,67,0.009454678508911542,0.09026755549499377,8.888582648885438e-4,0.08834729395949066,0.09218781703049687,7.678807482477879,7.518858813314167,7.845709240146843,0.9987410805805674,0.01384642243763312,15,67
2020,Asian non-Hispanic,Male,60,74,67,0.013037644649963693,0.07944354367453114,9.153938942987852e-4,0.07746595539697064,0.08142113195209165,8.725028473045844,8.513111571180248,8.94776520870291,0.9982769685275592,0.014259788155179504,15,67
2020,Asian non-Hispanic,Female,60,74,67,0.006617651269786361,0.10760972801536872,0.0013929654977119055,0.10460040901457783,0.11061904701615961,6.44130594272063,6.266074417172369,6.62662017376379,0.9978264181349323,0.021699284896434457,15,67
2020,Black non-Hispanic,Both,60,74,67,0.027597545171492946,0.06461754884433861,8.514711547641712e-4,0.06277805724970392,0.0664570404389733,10.726918506762186,10.43000374349282,11.041233369215393,0.9977478201926224,0.01326401493696226,15,67
2020,Black non-Hispanic,Male,60,74,67,0.03604950433250168,0.06497062336019019,0.001254651625869367,0.06226011331288193,0.06768113340749846,10.668624444577228,10.241364848112175,11.133085753901602,0.9951754673043443,0.019544664329614856,15,67
2020,Black non-Hispanic,Female,60,74,67,0.0210182891425416,0.0680199356495238,5.902500649404538e-4,0.06674477790975132,0.06929509338929628,10.190353371273705,10.002832042752003,10.385039882778267,0.999022046785788,0.009194774989273144,15,67
2020,White non-Hispanic,Both,60,74,67,0.016688058644320793,0.07416296910221536,0.001754604799685059,0.07037237588849658,0.07795356231593413,9.346270638175406,8.891796089455456,9.849705538693494,0.9927759786315882,0.027332815846162355,15,67
2020,White non-Hispanic,Male,60,74,67,0.02076986030286023,0.07035737102265668,0.0013328511033910318,0.06747792127515885,0.07323682077015452,9.851806150299959,9.464463001955114,10.27220707842283,0.9953562804999405,0.020762837173294205,15,67
2020,White non-Hispanic,Female,60,74,67,0.012944945360262692,0.08148731684360352,0.002371596782091164,0.07636379348980575,0.0866108401974013,8.506197128692856,8.00300723304544,9.076908687786412,0.9891084687568797,0.03694417005919752,15,67
2021,Total,Both,60,74,67,0.018324372416621854,0.06762452594488882,9.443460523406069e-4,0.06558439033255781,0.06966466155721984,10.249937738932639,9.94976742965472,10.568782861976974,0.9974712981215398,0.014710797980439378,15,67
2021,Total,Male,60,74,67,0.022704640594067318,0.06494923159144926,6.150241800861773e-4,0.06362055262982436,0.06627791055307417,10.672138277478867,10.458193005418984,10.895019799545222,0.998835676280302,0.00958070025697515,15,67
2021,Total,Female,60,74,67,0.014329687668343073,0.07361288202521853,0.0013814709902914201,0.07062839539798033,0.07659736865245673,9.41611252664289,9.049229663553382,9.814001530888047,0.9954424085892082,0.02152022619636543,15,67
2021,Hispanic,Both,60,74,67,0.016817519962835255,0.06783541070954992,7.517292873346353e-4,0.06621139831904706,0.06945942310005278,10.218073028669133,9.979166967187474,10.468698715890847,0.9984061017177185,0.011710259871950934,15,67
2021,Hispanic,Male,60,74,67,0.021598280204086138,0.06541983475074584,4.77239483433559e-4,0.06438882152910948,0.0664508479723822,10.595367340820788,10.430975701740119,10.765023556869744,0.9993086517814281,0.0074343230552820164,15,67
2021,Hispanic,Female,60,74,67,0.012529978910333556,0.07631754578005104,0.001484280445054875,0.07311095282915385,0.07952413873094823,9.082409208461863,8.716185948332626,9.48075703759047,0.9951067639083364,0.023121767406556047,15,67
2021,American Indian or Alaska Native non-Hispanic,Both,60,74,67,0.03308290491639983,0.04036092197784792,0.0025382816470852446,0.03487729786621021,0.045844546089485634,17.17372018757101,15.119512345197315,19.873878510281024,0.9510980576305257,0.039540747202975665,15,67
2021,American Indian or Alaska Native non-Hispanic,Male,60,74,67,0.039978628904742054,0.032658137219222394,0.00294958979736883,0.026285935871564338,0.03903033856688045,21.224333032441386,17.759189543595753,26.369507402997954,0.904123626925618,0.045948007646891484,15,67
2021,American Indian or Alaska Native non-Hispanic,Female,60,74,67,0.026987323204727562,0.05084271254441727,0.0017687254504138016,0.04702161351945526,0.054663811569379286,13.633166797589668,12.680183848508317,14.741033509476544,0.9845108606133369,0.027552783981474635,15,67
2021,Asian non-Hispanic,Both,60,74,67,0.009381429752321402,0.08930606525604723,6.557848953239596e-4,0.08788932812280761,0.09072280238928684,7.761479341550207,7.640275237372922,7.8865909589320315,0.9992995132311209,0.010215660974939757,15,67
2021,Asian non-Hispanic,Male,60,74,67,0.0125233508673135,0.0791228226778977,6.732466257014987e-4,0.07766836176966285,0.08057728358613256,8.76039500488612,8.602265424088294,8.924447030511303,0.9990596714825721,0.01048767565360146,15,67
2021,Asian non-Hispanic,Female,60,74,67,0.006831409398827467,0.10567857909503846,9.709386192600102e-4,0.10358099373463987,0.10777616445543704,6.5590130610725454,6.431358770858334,6.691837523162716,0.9989038331793277,0.015125050656948223,15,67
2021,Black non-Hispanic,Both,60,74,67,0.027105549472749783,0.05986910003281613,7.396931264500933e-4,0.05827109018703238,0.061467109878599886,11.577711710715704,11.276716636408317,11.895215592074129,0.9980194761555755,0.011522763423171689,15,67
2021,Black non-Hispanic,Male,60,74,67,0.03437782999963543,0.06010329538876754,0.0011837496981127462,0.057545959643867474,0.06266063113366761,11.53259860505893,11.061924656987962,12.045105944007178,0.9949825619931807,0.0184401709788287,15,67
2021,Black non-Hispanic,Female,60,74,67,0.02132060238073242,0.06338319845730744,3.083310861721372e-4,0.06271708964292803,0.06404930727168685,10.935818914642235,10.82208707769042,11.051966609201619,0.9996924639057606,0.004803108255205354,15,67
2021,White non-Hispanic,Both,60,74,67,0.017897304575271177,0.06926327049364167,0.0013604562704382286,0.06632418340849866,0.07220235757878468,10.007427827474242,9.60006298691296,10.45089656499452,0.9950096177164789,0.021192863893521468,15,67
2021,White non-Hispanic,Male,60,74,67,0.022036174857251727,0.06704400048603243,9.837675804065138e-4,0.06491869984007796,0.0691693011319869,10.338690643980168,10.021023332840988,10.677157464142967,0.9972087764782684,0.015324897159464284,15,67
2021,White non-Hispanic,Female,60,74,67,0.014033890054076403,0.07470498098044275,0.001894120322212085,0.07061298280476655,0.07879697915611894,9.278460036572481,8.796621240855263,9.816143618750463,0.9917120910960443,0.02950615544126479,15,67
2022,Total,Both,60,74,67,0.016686591155089563,0.07142346580834653,9.055819313781347e-4,0.06946707498793818,0.07337985662875489,9.704754210890508,9.446014375126568,9.978067749078235,0.9979144992920285,0.014106939732761156,15,67
2022,Total,Male,60,74,67,0.020578312604958196,0.06935104795378418,5.588433057599115e-4,0.0681437403921464,0.07055835551542194,9.994761449341926,9.823743417722428,10.17183935855436,0.9991565663009282,0.008705527971847558,15,67
2022,Total,Female,60,74,67,0.013139545040032294,0.07672413076614588,0.0013784047356937743,0.07374626837923318,0.07970199315305859,9.034278702650258,8.696735842337533,9.399081415150416,0.9958215574513257,0.02147246081223452,15,67
2022,Hispanic,Both,60,74,67,0.013252943801217418,0.0769762269186744,0.0012291484739721564,0.07432081308136587,0.07963164075598292,9.004691556163921,8.70441917282569,9.326420847967485,0.9966962920543596,0.019147382300961864,15,67
2022,Hispanic,Male,60,74,67,0.016942308330852907,0.07598326353646064,8.30455825607061e-4,0.0741891728002422,0.07777735427267907,9.122366535721882,8.911940847587147,9.342969525031318,0.9984495182800038,0.01293664314252691,15,67
2022,Hispanic,Female,60,74,67,0.009944129358719316,0.08369630915539678,0.001600912246712507,0.08023774851585165,0.0871548697949419,8.281693512589626,7.953051644627351,8.638666879131188,0.9952662526965882,0.024938629845942056,15,67
2022,American Indian or Alaska Native non-Hispanic,Both,60,74,67,0.027593373103936034,0.0447093931733381,0.0031665058883665184,0.037868573101606205,0.051550213245069997,15.503390481562052,13.446058453041111,18.304021614443805,0.938783056197176,0.04932707487067509,15,67
2022,American Indian or Alaska Native non-Hispanic,Male,60,74,67,0.03313842309235776,0.041602929017736254,0.0027943742894946497,0.03556605038828653,0.04763980764718598,16.661018753377707,14.54974767516486,19.48901193673811,0.944599654567328,0.04353009741778744,15,67
2022,American Indian or Alaska Native non-Hispanic,Female,60,74,67,0.02272178036235353,0.04951368215495736,0.003450083256594488,0.042060230425223555,0.05696713388469117,13.99910389194407,12.16749261008926,16.47987121212404,0.9406295073423606,0.05374457560092827,15,67
2022,Asian non-Hispanic,Both,60,74,67,0.008173782160671543,0.09645007078865103,4.7278616629383666e-4,0.09542867837378062,0.09747146320352144,7.186590687723017,7.111283218480538,7.263510219066284,0.9996877286554621,0.007364950341092225,15,67
2022,Asian non-Hispanic,Male,60,74,67,0.010890175854281373,0.08914379280114954,8.418743910053329e-4,0.08732503375414291,0.09096255184815616,7.775607911435051,7.620137809205444,7.93755410975791,0.998841882888086,0.013114518835853604,15,67
2022,Asian non-Hispanic,Female,60,74,67,0.005971641920933136,0.1093252371294998,7.759166257519227e-4,0.10764897117119698,0.11100150308780263,6.3402302959460926,6.2444846355968995,6.438957781190636,0.9993455924321685,0.012087044471472826,15,67
2022,Black non-Hispanic,Both,60,74,67,0.024143291497697564,0.06335995660725309,6.794115582476252e-4,0.06189217717197638,0.06482773604252981,10.939830417759435,10.69213924276502,11.19926963683852,0.998507443505614,0.010583711505103482,15,67
2022,Black non-Hispanic,Male,60,74,67,0.03100528403289521,0.06442645773041307,0.0013688987025968638,0.061469131879450224,0.06738378358137592,10.7587349200597,10.2865577401552,11.276345693628897,0.994165332883178,0.02132437809177689,15,67
2022,Black non-Hispanic,Female,60,74,67,0.018701435550122318,0.0663476449010259,5.319010841538426e-4,0.06519854247048136,0.06749674733157045,10.447200975919305,10.269341975176003,10.631329387060573,0.9991651828310457,0.00828582845787304,15,67
2022,White non-Hispanic,Both,60,74,67,0.016690090863524517,0.07155817416563663,0.0012488968640841879,0.06886009652531448,0.07425625180595878,9.686484998282776,9.334529601241236,10.06602104173829,0.9960557752066463,0.019455018020576455,15,67
2022,White non-Hispanic,Male,60,74,67,0.02037325738916651,0.06978470923686067,9.29268195830292e-4,0.06777714735314118,0.07179227112058016,9.932651266157617,9.654899750918256,10.226856803937483,0.9977001210518099,0.014475918721346235,15,67
2022,White non-Hispanic,Female,60,74,67,0.01325052138576271,0.07642491231969235,0.0017187464814611988,0.07271178629273788,0.08013803834664683,9.069649666857943,8.64941536953591,9.53280363336602,0.9934679282014987,0.02677422350175421,15,67
2023,Total,Both,60,74,67,0.0152576842866891,0.07216000319392277,6.789073711233748e-4,0.07069331298870628,0.07362669339913926,9.605697753327169,9.414346191024906,9.804989344192713,0.998850598269054,0.01057585739811505,15,67
2023,Total,Male,60,74,67,0.018820241222540984,0.0699020704053092,4.6059728223587544e-4,0.06890701047351487,0.07089713033710353,9.915974970997416,9.776801645766916,10.05916779434748,0.9994358936886251,0.007175074807076656,15,67
2023,Total,Female,60,74,67,0.012017217140453227,0.0776842329379378,0.0010396750620564777,0.07543815152096497,0.07993031435491063,8.922623733875353,8.671893588234848,9.188284264458854,0.997676927459426,0.016195810598567752,15,67
2023,Hispanic,Both,60,74,67,0.011526178503647786,0.07590135883579775,0.0014164422732560978,0.07284132134496638,0.07896139632662913,9.132210426686495,8.778304498222084,9.515851274543698,0.9954930758068541,0.022065000516684828,15,67
2023,Hispanic,Male,60,74,67,0.014680005946255225,0.07376573082235455,8.019543556709986e-4,0.07203321376844911,0.07549824787625999,9.39660154969804,9.180970420611597,9.6226052441318,0.9984658544246728,0.012492654029282058,15,67
2023,Hispanic,Female,60,74,67,0.008686088462613383,0.083887845043092,0.002125349319678154,0.0792963069888248,0.08847938309735921,8.262784438006308,7.83399653450605,8.741229029211036,0.9917244486738541,0.03310818571450195,15,67
2023,American Indian or Alaska Native non-Hispanic,Both,60,74,67,0.024275252419523934,0.04220255230299825,0.0010539047476905649,0.039925729519190226,0.04447937508680627,16.424295279190996,15.583563824968184,17.360914600866227,0.9919580393786801,0.016417477253677266,15,67
2023,American Indian or Alaska Native non-Hispanic,Male,60,74,67,0.030464332322912294,0.03766057271428897,3.465094393291656e-4,0.036911984582393746,0.0384091608461842,18.405115233336723,18.0464026104545,18.778377494516025,0.998900685483831,0.005397841551465636,15,67
2023,American Indian or Alaska Native non-Hispanic,Female,60,74,67,0.01892173777229027,0.049763473398277996,0.00230355444812642,0.04478694657009023,0.05474000022646576,13.928834408571062,12.66253521542409,15.476544699808697,0.9728989158782131,0.03588422277971028,15,67
2023,Asian non-Hispanic,Both,60,74,67,0.007317728116507223,0.09443307969497161,5.78276960864972e-4,0.09318378827396437,0.09568237111597885,7.3400886934841125,7.244251709855364,7.438495401389591,0.9995127462813022,0.009008260824453338,15,67
2023,Asian non-Hispanic,Male,60,74,67,0.009593889460257332,0.08839978986368165,4.1132183375448323e-4,0.08751118306631966,0.08928839666104363,7.84105009331837,7.763015201082272,7.920669750683739,0.9997186271446716,0.0064074736017678035,15,67
2023,Asian non-Hispanic,Female,60,74,67,0.005472655270563967,0.10523385500754326,0.0015551968620677805,0.10187405645210273,0.10859365356298378,6.5867318127826815,6.382943733980949,6.803961721950636,0.9971687917658374,0.024226486467527113,15,67
2023,Black non-Hispanic,Both,60,74,67,0.02197372993341025,0.0645923492185767,8.096484003113971e-4,0.06284321019178872,0.06634148824536469,10.731103434779497,10.448170502240366,11.029786327664622,0.997961606855503,0.012612510024948956,15,67
2023,Black non-Hispanic,Male,60,74,67,0.02829333604895177,0.06431626229499877,0.001043935600593024,0.06206097654411195,0.06657154804588561,10.77716825926068,10.412063425086366,11.168808793514026,0.9965867798936574,0.01626218025357257,15,67
2023,Black non-Hispanic,Female,60,74,67,0.016940731707223433,0.06934457537912131,4.422665510771518e-4,0.06838911658437233,0.07030003417387029,9.995694353456843,9.859841303143776,10.135343387639798,0.9994714854309548,0.006889523041130938,15,67
2023,White non-Hispanic,Both,60,74,67,0.015381146201257512,0.07209916201966209,9.928099246464134e-4,0.06995432657663078,0.07424399746269339,9.613803560864103,9.336070312057785,9.90856769667626,0.997541071369202,0.015465756645299011,15,67
2023,White non-Hispanic,Male,60,74,67,0.018758751100676006,0.07032633175664585,7.137785288436931e-4,0.06878430699527581,0.07186835651801589,9.85615434853735,9.64467832774481,10.077112219907246,0.9986626250677924,0.011119071991214886,15,67
2023,White non-Hispanic,Female,60,74,67,0.012233726311072361,0.07682485571301514,0.001441138491434392,0.07371146528649822,0.07993824613953207,9.022433874125936,8.671033129123925,9.403519220054218,0.9954462509158938,0.022449712323973352,15,67
2005,Total,Both,65,79,72,0.02652795223973506,0.09176681400340678,5.151038534540468e-4,0.09065399978358145,0.0928796282232321,7.553353443590323,7.46285481347962,7.646073887690532,0.9995905661070416,0.008024165196992054,15,72
2005,Total,Male,65,79,72,0.032459116318397346,0.09183833497220653,5.311362320902702e-4,0.09069088490408697,0.09298578504032609,7.547471116170777,7.454334877737937,7.642964133529022,0.9995653712924848,0.008273913774517031,15,72
2005,Total,Female,65,79,72,0.021705839958105842,0.09560522703966359,6.574412099724608e-4,0.09418491165617211,0.09702554242315507,7.25009711312521,7.143966044909492,7.359429109944088,0.9993856342071544,0.010241462650210968,15,72
2006,Total,Both,65,79,72,0.025670923585334227,0.09134799660493174,7.051876992983197e-4,0.08982453120244455,0.09287146200741894,7.587984480466683,7.463511024566125,7.716680190601223,0.9992258619387224,0.010985246093798211,15,72
2006,Total,Male,65,79,72,0.03131445180066789,0.09065725545156257,9.206908097537707e-4,0.08866822388387718,0.09264628701924796,7.645799303181952,7.481650942103474,7.817312112484779,0.9986609896937806,0.014342302243086814,15,72
2006,Total,Female,65,79,72,0.02104409275804202,0.09593281705560082,6.248479621686106e-4,0.0945829151030771,0.09728271900812453,7.225339584870217,7.125080257080986,7.328460745839233,0.9994487885650718,0.009733732795481927,15,72
2007,Total,Both,65,79,72,0.025083538034465912,0.09114429786366016,7.39404545543104e-4,0.08954691145902272,0.0927416842682976,7.604942896118438,7.473955061617181,7.740603994780258,0.9991451750832216,0.011518267978505817,15,72
2007,Total,Male,65,79,72,0.03052677972357999,0.08993648591351625,8.553533325061041e-4,0.08808860738376906,0.09178436444326343,7.707074314939123,7.55190913794925,7.868749446113534,0.998825502087247,0.013324490577585934,15,72
2007,Total,Female,65,79,72,0.020588150637070732,0.09610880127371303,7.21637820675085e-4,0.09454979754460846,0.0976678050028176,7.21210931125753,7.096987390470676,7.331027654849493,0.9992676184113127,0.01124150216828225,15,72
